canonical_key,canonical_tag,distinct_users,distinct_artists,vote_rows,source_assignments,raw_tag_id_count,raw_variant_count,raw_variants,review_numbers,manual_review_notes,manual_review_flag,automatic_exclusion_reason,manual_flag_reason,is_flagged,semantic_content_eligible,semantic_exclusion_reason,single_user_tag,meets_min_artist_threshold,use_for_content_model,content_model_exclusion_reason
television,television,1,1,1,1,1,1,television,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
temple of the torn,temple of the torn,1,1,1,1,1,1,temple of the torn,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
temporal,temporal,1,1,1,1,1,1,temporal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
temporary residence limited,temporary residence limited,1,2,2,2,1,1,temporary residence limited,,,False,,,False,True,,True,True,True,
ten,ten,1,1,1,1,1,1,ten,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ten feet high,ten feet high,1,1,1,1,1,1,ten feet high,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
tenacious d,tenacious d,1,2,2,2,1,1,tenacious d,,,False,,,False,True,,True,True,True,
tender,tender,1,1,1,1,1,1,tender,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
tennessee,tennessee,1,1,1,1,1,1,tennessee,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
tenor,tenor,2,1,2,2,1,1,tenor,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
tense,tense,1,1,1,1,1,1,tense,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
teocida,teocida,1,2,2,2,1,1,teocida,,,False,,,False,True,,True,True,True,
terminator,terminator,1,1,1,1,1,1,terminator,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
terribly beautiful,terribly beautiful,1,6,6,6,1,1,terribly beautiful,,,False,,,False,True,,True,True,True,
terror,terror,1,1,1,1,1,1,terror,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
terror ebm,terror ebm,3,4,6,6,1,1,terror ebm,,,False,,,False,True,,False,True,True,
terrorbanana,terrorbanana,1,16,16,16,1,1,terrorbanana,,,False,,,False,True,,True,True,True,
terrorcore,terrorcore,1,3,3,3,1,1,terrorcore,,,False,,,False,True,,True,True,True,
testa,testa,1,1,1,1,1,1,testa,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
testament,testament,1,1,1,1,1,1,testament,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
testana,testana,1,1,1,1,1,1,testana,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
tetris core,tetris-core,1,1,1,1,1,1,tetris-core,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
teutonic thrash metal,teutonic thrash metal,1,1,1,1,1,1,teutonic thrash metal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
texas,texas,2,3,3,3,1,1,texas,,,False,,,False,True,,False,True,True,
texas blues,texas blues,3,3,4,4,1,1,texas blues,,,False,,,False,True,,False,True,True,
texas country,texas country,1,1,1,1,1,1,texas country,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
text,text,1,1,1,1,1,1,text,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
teyana taylor,teyana taylor,1,1,1,1,1,1,teyana taylor,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
thalia,thalia,3,2,3,3,1,1,thalia,,,False,,,False,True,,False,True,True,
thalita,thalita,1,7,7,7,1,1,thalita,,,False,,,False,True,,True,True,True,
thank you based god,thank you based god,1,1,1,1,1,1,thank you based god,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
thats hot,thats hot,2,2,2,2,1,1,thats hot,,,False,,,False,True,,False,True,True,
thbstofthehistory,thbstofthehistory,1,1,1,1,1,1,thbstofthehistory,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the,the,2,2,2,2,1,1,the,,,False,,,False,True,,False,True,True,
the academy is,the academy is,1,1,1,1,1,1,the academy is,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the airborne toxic event,the airborne toxic event,1,1,1,1,1,1,the airborne toxic event,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the album,the album,1,1,1,1,1,1,the album,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the album leaf,the album leaf,1,1,1,1,1,1,the album leaf,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the all american rejects,the all-american rejects,1,1,1,1,1,1,the all-american rejects,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the ark,the ark,1,1,1,1,1,1,the ark,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the ascent of stan,the ascent of stan,1,1,1,1,1,1,the ascent of stan,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the asteroids galaxy tour,the asteroids galaxy tour,1,1,1,1,1,1,the asteroids galaxy tour,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the automatic,the automatic,1,1,1,1,1,1,the automatic,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the avalanches,the avalanches,1,1,1,1,1,1,the avalanches,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the band perry,the band perry,1,1,1,1,1,1,the band perry,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the battle of maldon,the battle of maldon,1,1,1,1,1,1,the battle of maldon,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the beach boys are pussies,the beach boys are pussies,1,1,1,1,1,1,the beach boys are pussies,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the beatifull ugly,the beatifull ugly,1,1,1,1,1,1,the beatifull ugly,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the beatles,the beatles,9,32,38,38,1,1,the beatles,,,False,,,False,True,,False,True,True,
the beowulfs choice,the beowulfs choice,1,46,46,46,1,1,the beowulfs choice,,,False,,,False,True,,True,True,True,
the best,the best,21,78,84,84,1,1,the best,,,False,,,False,True,,False,True,True,
the best bassint in the world,the best bassint in the world,1,1,1,1,1,1,the best bassint in the world,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best british band ever,the best british band ever,1,1,1,1,1,1,the best british band ever,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best classical opera and film scores,the best classical opera and film scores,1,33,33,33,1,1,the best classical opera and film scores,,,False,,,False,True,,True,True,True,
the best ever,the best ever,1,1,1,1,1,1,the best ever,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best group in the world,the best group in the world,1,1,1,1,1,1,the best group in the world,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best metal band,the best metal band,1,1,1,1,1,1,the best metal band,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best music,the best music,1,2,2,2,1,1,the best music,,,False,,,False,True,,True,True,True,
the best of bad religion,the best of bad religion,1,1,1,1,1,1,the best of bad religion,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best of green day,the best of green day,1,1,1,1,1,1,the best of green day,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best of madonna,the best of madonna,1,1,1,1,1,1,the best of madonna,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best of metallica,the best of metallica,1,1,1,1,1,1,the best of metallica,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best of pop,the best of pop,1,1,1,1,1,1,the best of pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best official world cup song ever,the best official world cup song ever,1,1,1,1,1,1,the best official world cup song ever,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best punk rock album of 2006,the best punk rock album of 2006,1,1,1,1,1,1,the best punk rock album of 2006,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best rock band ive ever heard,the best rock band ive ever heard,1,1,1,1,1,1,the best rock band ive ever heard,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best show,the best show,1,1,1,1,1,1,the best show,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best singer,the best singer,1,1,1,1,1,1,the best singer,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best songs of the world,the best songs of the world,1,11,11,11,1,1,the best songs of the world,,,False,,,False,True,,True,True,True,
the best thing that ever happened to music,the best thing that ever happened to music,1,1,1,1,1,1,the best thing that ever happened to music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best voice ever,the best voice ever,1,1,1,1,1,1,the best voice ever,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the best women singer,the best women singer,1,1,1,1,1,1,the best women singer,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the better of us,the better of us,1,1,1,1,1,1,the better of us,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the blues brothers,the blues brothers,1,1,1,1,1,1,the blues brothers,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the bravery,the bravery,1,1,1,1,1,1,the bravery,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the cab,the cab,1,1,1,1,1,1,the cab,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the cable guy,the cable guy,1,1,1,1,1,1,the cable guy,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the cardigans,the cardigans,1,1,1,1,1,1,the cardigans,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the cinematics,the cinematics,1,1,1,1,1,1,the cinematics,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the classic crime,the classic crime,1,1,1,1,1,1,the classic crime,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the corrs,the corrs,2,3,4,4,1,1,the corrs,,,False,,,False,True,,False,True,True,
the crow,the crow,1,2,2,2,1,1,the crow,,,False,,,False,True,,True,True,True,
the cure,the cure,8,8,11,11,1,1,the cure,,,False,,,False,True,,False,True,True,
the darkness litgless,the darkness litgless,1,1,1,1,1,1,the darkness litgless,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the doors,the doors,3,3,3,3,1,1,the doors,,,False,,,False,True,,False,True,True,
the dream,the dream,1,1,1,1,1,1,the dream,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the duke spirit,the duke spirit,1,1,1,1,1,1,the duke spirit,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the electrick hotel,the electrick hotel,1,1,1,1,1,1,the electrick hotel,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the end,the end,1,8,8,8,1,1,the end,,,False,,,False,True,,True,True,True,
the fact that this is the name of a band makes me want to check their music out even though i do not care much for indie pop,the fact that this is the name of a band makes me want to check their music out even though i do not care much for indie pop,1,13,13,13,1,1,the fact that this is the name of a band makes me want to check their music out even though i do not care much for indie pop,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
the faint,the faint,1,1,1,1,1,1,the faint,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the fall,the fall,2,2,2,2,1,1,the fall,,,False,,,False,True,,False,True,True,
the fame,the fame,1,1,1,1,1,1,the fame,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the focus the fear,the focus the fear,1,2,2,2,1,1,the focus the fear,,,False,,,False,True,,True,True,True,
the fratellis,the fratellis,1,1,1,1,1,1,the fratellis,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the fray,the fray,2,4,4,4,1,1,the fray,,,False,,,False,True,,False,True,True,
the fucking best,the fucking best,1,13,13,13,1,1,the fucking best,,,False,,,False,True,,True,True,True,
the gerbils,the gerbils,1,1,1,1,1,1,the gerbils,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the get up kids,the get up kids,1,1,1,1,1,1,the get up kids,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the girl with the golden hair,the girl with the golden hair,1,1,1,1,1,1,the girl with the golden hair,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the good stuff,the good stuff,1,41,41,41,1,1,the good stuff,,,False,,,False,True,,True,True,True,
the greatest,the greatest,1,1,1,1,1,1,the greatest,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the greatest hard rock band of 60s,the greatest hard rock band of 60s,1,1,1,1,1,1,the greatest hard rock band of 60s,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the greatest hard rock band on earth,the greatest hard rock band on earth,1,1,1,1,1,1,the greatest hard rock band on earth,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the greatest rock band of all time,the greatest rock band of all time,1,1,1,1,1,1,the greatest rock band of all time,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the hague,the hague,1,4,4,4,1,1,the hague,,,False,,,False,True,,True,True,True,
the hills,the hills,1,1,1,1,1,1,the hills,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the human league,the human league,1,1,1,1,1,1,the human league,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the jacobins,the jacobins,1,1,1,1,1,1,the jacobins,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the jesus lizard,the jesus lizard,1,2,2,2,1,1,the jesus lizard,,,False,,,False,True,,True,True,True,
the k,the k,1,1,1,1,1,1,the k,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the killers,the killers,4,2,4,4,1,1,the killers,,,False,,,False,True,,False,True,True,
the king,the king,3,1,3,3,1,1,the king,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
the king of pop,the king of pop,3,1,3,3,1,1,the king of pop,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
the kinks,the kinks,1,1,1,1,1,1,the kinks,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the kooks,the kooks,3,1,3,3,1,1,the kooks,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
the l word,the l word,1,1,1,1,1,1,the l word,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the last kiss soundtrack,the last kiss soundtrack,1,1,1,1,1,1,the last kiss soundtrack,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the last of the great early experimental current 93 albums,the last of the great early experimental current 93 albums,1,1,1,1,1,1,the last of the great early experimental current 93 albums,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the last song,the last song,1,3,3,3,1,1,the last song,,,False,,,False,True,,True,True,True,
the libertines,the libertines,1,1,1,1,1,1,the libertines,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the lights,the lights,1,1,1,1,1,1,the lights,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the lion king,the lion king,1,1,1,1,1,1,the lion king,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the little ones,the little ones,1,1,1,1,1,1,the little ones,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the luxo ahazante tour,the luxo ahazante tour,1,1,1,1,1,1,the luxo ahazante tour,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the mars volta,the mars volta,1,1,1,1,1,1,the mars volta,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the melancholy of suzumiya haruhi,the melancholy of suzumiya haruhi,1,1,1,1,1,1,the melancholy of suzumiya haruhi,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the mix kid,the mix kid,1,1,1,1,1,1,the mix kid,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the most beautiful fag in this world,the most beautiful fag in this world,1,1,1,1,1,1,the most beautiful fag in this world,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the most beautiful song,the most beautiful song,1,1,1,1,1,1,the most beautiful song,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the most music,the most music,1,1,1,1,1,1,the most music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the most talented singer,the most talented singer,1,2,2,2,1,1,the most talented singer,,,False,,,False,True,,True,True,True,
the movie,the movie,1,1,1,1,1,1,the movie,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the music maker society,the music maker society,1,6,6,6,1,1,the music maker society,,,False,,,False,True,,True,True,True,
the national,the national,1,1,1,1,1,1,the national,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the new wave of classic rock,the new wave of classic rock,1,3,3,3,1,1,the new wave of classic rock,,,False,,,False,True,,True,True,True,
the next princess of pop,the next princess of pop,1,1,1,1,1,1,the next princess of pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the nordic sound,the nordic sound,1,2,2,2,1,1,the nordic sound,,,False,,,False,True,,True,True,True,
the oc,the oc,3,18,20,20,1,1,the oc,,,False,,,False,True,,False,True,True,
the one,the one,1,1,1,1,1,1,the one,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the one who turned out much saner than that other one,the one who turned out much saner than that other one,1,1,1,1,1,1,the one who turned out much saner than that other one,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the pedofinder general,the pedofinder general,1,30,30,30,1,1,the pedofinder general,,,False,,,False,True,,True,True,True,
the people united will never be defeated,the people united will never be defeated,1,1,1,1,1,1,the people united  will never be defeated,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the perfect band,the perfect band,1,1,1,1,1,1,the perfect band,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the phantom of the opera,the phantom of the opera,1,1,1,1,1,1,the phantom of the opera,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the pigeon detectives,the pigeon detectives,1,1,1,1,1,1,the pigeon detectives,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the place promised in our early days,the place promised in our early days,1,4,4,4,1,1,the place promised in our early days,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
the power rangers of pop,the power rangers of pop,1,1,1,1,1,1,the power rangers of pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the probabily music of my marriage day,the probabily music of my marriage day,1,1,1,1,1,1,the probabily music of my marriage day,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
the prodigy,the prodigy,2,1,2,2,1,1,the prodigy,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
the pussycat dolls,the pussycat dolls,6,2,6,6,1,1,the pussycat dolls,,,False,,,False,True,,False,True,True,
the pussycat dolls stickwitu,the pussycat dolls - stickwitu,1,1,1,1,1,1,the pussycat dolls - stickwitu,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the queen,the queen,2,2,2,2,1,1,the queen,,,False,,,False,True,,False,True,True,
the queen of dance pop,the queen of dance pop,1,1,1,1,1,1,the queen of dance pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the queen of pop,the queen of pop,1,1,1,1,1,1,the queen of pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the rakes,the rakes,1,1,1,1,1,1,the rakes,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the rascals,the rascals,2,1,2,2,1,1,the rascals,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
the rasmus,the rasmus,1,1,1,1,1,1,the rasmus,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the raves,the raves,1,1,1,1,1,1,the raves,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the remix,the remix,1,1,1,1,1,1,the remix,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the replacements,the replacements,1,1,1,1,1,1,the replacements,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the republic tigers,the republic tigers,1,1,1,1,1,1,the republic tigers,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the residents,the residents,1,2,2,2,1,1,the residents,,,False,,,False,True,,True,True,True,
the richest singer,the richest singer,1,1,1,1,1,1,the richest singer,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the rocket summer,the rocket summer,1,1,1,1,1,1,the rocket summer,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the rolling stones,the rolling stones,1,1,1,1,1,1,the rolling stones,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the roots,the roots,1,2,2,2,1,1,the roots,,,False,,,False,True,,True,True,True,
the second of the fourteenth,the second of the fourteenth,1,1,1,1,1,1,the second of the fourteenth,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the shield,the shield,1,4,4,4,1,1,the shield,,,False,,,False,True,,True,True,True,
the shins,the shins,1,1,1,1,1,1,the shins,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the shit,the shit,1,1,1,1,1,1,the shit,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the singles collection,the singles collection,1,1,1,1,1,1,the singles collection,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
the sisterhood of traveling pants,the sisterhood of traveling pants,1,1,1,1,1,1,the sisterhood of traveling pants,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the slits,the slits,1,1,1,1,1,1,the slits,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the slow mo,the slow-mo,1,4,4,4,1,1,the slow-mo,,,False,,,False,True,,True,True,True,
the smell,the smell,1,1,1,1,1,1,the smell,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the smiths,the smiths,2,2,2,2,1,1,the smiths,,,False,,,False,True,,False,True,True,
the songs that make me sick with butterflies,the songs that make me sick with butterflies,1,23,23,23,1,1,the songs that make me sick with butterflies,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
the speed of awesome,the speed of awesome,1,1,1,1,1,1,the speed of awesome,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the spill canvas,the spill canvas,1,1,1,1,1,1,the spill canvas,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the srokes,the srokes,1,1,1,1,1,1,the srokes,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the stone roses,the stone roses,1,1,1,1,1,1,the stone roses,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the strokes,the strokes,3,1,3,3,1,1,the strokes,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
the subjunctive,the subjunctive,1,2,2,2,1,1,the subjunctive,,,False,,,False,True,,True,True,True,
the tea party,the tea party,2,2,2,2,1,1,the tea party,,,False,,,False,True,,False,True,True,
the temper trap,the temper trap,1,1,1,1,1,1,the temper trap,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the the,the the,1,1,1,1,1,1,the the,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the troggs,the troggs,1,1,1,1,1,1,the troggs,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the true winners of the x factor 2009,the true winners of the x factor 2009,1,1,1,1,1,1,the true winners of the x factor 2009,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the truth,the truth,1,42,42,42,1,1,the truth,,,False,,,False,True,,True,True,True,
the truth hurts and george bush sucks,the truth hurts and george bush sucks,1,1,1,1,1,1,the truth hurts and george bush sucks,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the tuss,the tuss,1,1,1,1,1,1,the tuss,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the type of woman i am,the type of woman i am,1,5,5,5,1,1,the type of woman i am,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
the ultimate amazing bestestest song evar,the ultimate amazing bestestest song evar,1,2,2,2,1,1,the ultimate amazing bestestest song evar,,,False,,,False,True,,True,True,True,
the vampire diares,the vampire diares,1,1,1,1,1,1,the vampire diares,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the vampire diaries,the vampire diaries,5,68,83,83,1,1,the vampire diaries,,,False,,,False,True,,False,True,True,
the velvet underground,the velvet underground,1,1,1,1,1,1,the velvet underground,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the veronicas,the veronicas,2,1,2,2,1,1,the veronicas,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
the very best song ever with no argument whatsoever :d,the very best song ever with no argument whatsoever :d,1,2,2,2,1,1,the very best song ever with no argument whatsoever :d,,,False,,,False,True,,True,True,True,
the vickers,the vickers,1,1,1,1,1,1,the vickers,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the visitors,the visitors,1,1,1,1,1,1,the visitors,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the voice,the voice,1,1,1,1,1,1,the voice,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the voice of an angel will echo in our hearts forever,the voice of an angel will echo in our hearts forever,1,1,1,1,1,1,the voice of an angel will echo in our hearts forever,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
the way we were,the way we were,1,1,1,1,1,1,the way we were,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
the weakerthans,the weakerthans,1,1,1,1,1,1,the weakerthans,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the west coast sound of holland,the west coast sound of holland,1,3,3,3,1,1,the west coast sound of holland,,,False,,,False,True,,True,True,True,
the who,the who,2,4,4,4,1,1,the who,,,False,,,False,True,,False,True,True,
the wicked messenger,the wicked messenger,1,4,4,4,1,1,the wicked messenger,,,False,,,False,True,,True,True,True,
the world guess by pirry,the world guess by pirry,1,1,1,1,1,1,the world guess by pirry,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the world is round,the world is round,1,1,1,1,1,1,the world is round,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the worst thing ever to happen to music,the worst thing ever to happen to music,2,11,11,11,1,1,the worst thing ever to happen to music,,,False,,,False,True,,False,True,True,
the x factor 2,the x factor 2,1,2,2,2,1,1,the x factor 2,,,False,,,False,True,,True,True,True,
the x factor 4,the x factor 4,1,1,1,1,1,1,the x factor 4,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
the x factor 5,the x factor 5,1,5,5,5,1,1,the x factor 5,,,False,,,False,True,,True,True,True,
the x factor 6,the x factor 6,1,4,4,4,1,1,the x factor 6,,,False,,,False,True,,True,True,True,
the x factor 7,the x factor 7,1,2,2,2,1,1,the x factor 7,,,False,,,False,True,,True,True,True,
theatre,theatre,1,1,1,1,1,1,theatre,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
theatrical,theatrical,1,1,1,1,1,1,theatrical,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
theatrical music,theatrical music,1,1,1,1,1,1,theatrical music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
thebest,thebest,2,4,5,5,1,1,thebest,,,False,,,False,True,,False,True,True,
their lyrics seem to describe how i feel,their lyrics seem to describe how i feel,1,1,1,1,1,1,their lyrics seem to describe how i feel,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
their old stuff was good but they suck now,their old stuff was good but they suck now,1,1,1,1,1,1,their old stuff was good but they suck now,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
thelma aoyama,thelma aoyama,1,1,1,1,1,1,thelma aoyama,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
them crooked vultures,them crooked vultures,1,1,1,1,1,1,them crooked vultures,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
theme song,theme song,1,1,1,1,1,1,theme song,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
then,then,1,1,1,1,1,1,then,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
